%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1668538458325146694,374896,1668538458403709089,gps,2,1,42.3008995361,-83.6991315606,270.935241699,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458335369679,374897,1668538458413745499,gps,2,1,42.3008995399,-83.6991312419,270.934967041,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458345228064,374898,1668538458423687970,gps,2,1,42.3008995422,-83.6991309208,270.934753418,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458355101196,374899,1668538458433694322,gps,2,1,42.3008995458,-83.699130598,270.934753418,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458365124099,374900,1668538458443760926,gps,2,1,42.30089955,-83.6991302767,270.934570312,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458375434449,374901,1668538458453743222,gps,2,1,42.300899552,-83.6991299531,270.934570312,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458385574445,374902,1668538458463708745,gps,2,1,42.3008995553,-83.6991296269,270.934753418,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458395285110,374903,1668538458473750842,gps,2,1,42.3008995586,-83.6991293038,270.934783936,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458405239747,374904,1668538458483677924,gps,2,1,42.3008995604,-83.6991289767,270.934967041,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458415517831,374905,1668538458493761411,gps,2,1,42.3008995632,-83.6991286477,270.935333252,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458425263092,374906,1668538458503748923,gps,2,1,42.300899566,-83.6991283212,270.935577393,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458435349794,374907,1668538458513779724,gps,2,1,42.3008995709,-83.6991279866,270.935913086,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458445260267,374908,1668538458523732527,gps,2,1,42.3008995732,-83.6991276545,270.936340332,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458455252747,374909,1668538458533724971,gps,2,1,42.3008995762,-83.6991273245,270.936676025,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458465819874,374910,1668538458543892498,gps,2,1,42.3008995806,-83.6991269867,270.937042236,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458475278296,374911,1668538458553769458,gps,2,1,42.3008995828,-83.6991266507,270.937438965,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458484994798,374912,1668538458563688935,gps,2,1,42.3008995854,-83.6991263178,270.937866211,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458495264380,374913,1668538458573670689,gps,2,1,42.3008995895,-83.6991259763,270.938201904,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458505514300,374914,1668538458583757059,gps,2,1,42.3008995919,-83.6991256365,270.938537598,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458514993728,374915,1668538458593684094,gps,2,1,42.3008995941,-83.6991252999,270.938903809,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
1668538458525432288,374916,1668538458603675977,gps,2,1,42.3008995983,-83.6991249551,270.939178467,8.1e-05,0.0,0.0,0.0,0.000121,0.0,0.0,0.0,0.002025,2
