%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1668538193095135987,348373,1668538193177315674,gps,2,1,42.3014207391,-83.6987254228,272.37121582,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193105278312,348374,1668538193187348064,gps,2,1,42.301420603,-83.6987253515,272.371124268,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193115086987,348375,1668538193197297668,gps,2,1,42.3014204629,-83.6987252798,272.371063232,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193125205211,348376,1668538193207303436,gps,2,1,42.3014203206,-83.6987252064,272.37097168,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193135024296,348377,1668538193217361451,gps,2,1,42.3014201809,-83.6987251342,272.370880127,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193145065694,348378,1668538193227293323,gps,2,1,42.3014200377,-83.698725061,272.370819092,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193155542411,348379,1668538193237466950,gps,2,1,42.3014198922,-83.6987249867,272.370727539,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193164911606,348380,1668538193247309515,gps,2,1,42.3014197494,-83.6987249131,272.370635986,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193175352350,348381,1668538193257317261,gps,2,1,42.3014196029,-83.6987248388,272.370574951,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193185414250,348382,1668538193267305063,gps,2,1,42.3014194539,-83.6987247622,272.370452881,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193195479419,348383,1668538193277377917,gps,2,1,42.301419308,-83.6987246876,272.370361328,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193205556349,348384,1668538193287299920,gps,2,1,42.3014191581,-83.6987246118,272.370300293,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193215180029,348385,1668538193297307631,gps,2,1,42.3014190062,-83.6987245349,272.370178223,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193225514881,348386,1668538193307447842,gps,2,1,42.3014188565,-83.6987244589,272.37008667,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193235284870,348387,1668538193317339892,gps,2,1,42.3014187037,-83.698724382,272.369995117,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193245220794,348388,1668538193327302520,gps,2,1,42.3014185484,-83.6987243045,272.369873047,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193255256781,348389,1668538193337374849,gps,2,1,42.3014183956,-83.6987242267,272.369720459,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193265173102,348390,1668538193347299585,gps,2,1,42.3014182395,-83.6987241491,272.369659424,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193275240991,348391,1668538193357300060,gps,2,1,42.301418081,-83.6987240697,272.369506836,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193285168271,348392,1668538193367377632,gps,2,1,42.3014179253,-83.6987239913,272.369384766,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193295093124,348393,1668538193377303233,gps,2,1,42.3014177665,-83.6987239129,272.369293213,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193305411192,348394,1668538193387373228,gps,2,1,42.3014176051,-83.6987238331,272.36920166,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
1668538193315297649,348395,1668538193397306627,gps,2,1,42.3014174463,-83.6987237539,272.36907959,0.000121,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002209,2
