%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1671462093743200309,354273,1671462093778147660,gps,2,1,42.3013832792,-83.6987111471,272.295654297,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093753614299,354274,1671462093788108111,gps,2,1,42.3013832777,-83.698711147,272.295684814,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093763654103,354275,1671462093798137891,gps,2,1,42.3013832782,-83.6987111473,272.295684814,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093773336506,354276,1671462093808152525,gps,2,1,42.3013832787,-83.6987111476,272.295684814,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093783600337,354277,1671462093818102088,gps,2,1,42.3013832773,-83.6987111476,272.295715332,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093793494031,354278,1671462093828103035,gps,2,1,42.3013832778,-83.6987111478,272.295715332,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093803517601,354279,1671462093838186087,gps,2,1,42.3013832782,-83.6987111481,272.295715332,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093813270579,354280,1671462093848104078,gps,2,1,42.3013832769,-83.6987111481,272.295776367,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093823419614,354281,1671462093858104126,gps,2,1,42.3013832774,-83.6987111483,272.295776367,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093833549207,354282,1671462093868229942,gps,2,1,42.3013832779,-83.6987111486,272.295776367,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093843391980,354283,1671462093878110050,gps,2,1,42.3013832766,-83.6987111487,272.295806885,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093853417142,354284,1671462093888093124,gps,2,1,42.3013832771,-83.698711149,272.295806885,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093863369777,354285,1671462093898151478,gps,2,1,42.3013832776,-83.6987111493,272.295806885,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093873287292,354286,1671462093908083503,gps,2,1,42.3013832764,-83.6987111493,272.295837402,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093883129698,354287,1671462093918092087,gps,2,1,42.3013832769,-83.6987111497,272.295837402,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093893519866,354288,1671462093928177045,gps,2,1,42.3013832774,-83.69871115,272.295837402,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093903661825,354289,1671462093938232023,gps,2,1,42.3013832762,-83.6987111501,272.295898438,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093913461893,354290,1671462093948110765,gps,2,1,42.3013832767,-83.6987111505,272.295898438,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
1671462093923337529,354291,1671462093958149734,gps,2,1,42.3013832772,-83.6987111508,272.295898438,0.0001,0.0,0.0,0.0,0.000144,0.0,0.0,0.0,0.002116,2
