%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1672944724473006119,143247,1672944724496911069,gps,2,1,42.3015078365,-83.6987524765,272.773498535,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724492841027,143248,1672944724516826203,gps,2,1,42.3015078387,-83.6987524748,272.773620605,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724512749332,143249,1672944724536807149,gps,2,1,42.3015078414,-83.6987524732,272.773712158,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724533212666,143250,1672944724556949759,gps,2,1,42.3015078389,-83.6987524691,272.773681641,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724553084651,143251,1672944724576819517,gps,2,1,42.3015078414,-83.6987524673,272.773773193,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724572865298,143252,1672944724596840950,gps,2,1,42.3015078451,-83.6987524665,272.774017334,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724592631388,143253,1672944724616909073,gps,2,1,42.3015078426,-83.6987524622,272.773986816,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724613113800,143254,1672944724636930638,gps,2,1,42.3015078454,-83.6987524626,272.774139404,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724633186121,143255,1672944724656822159,gps,2,1,42.3015078479,-83.6987524627,272.774291992,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724652914249,143256,1672944724676812943,gps,2,1,42.3015078452,-83.6987524585,272.774230957,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724673137526,143257,1672944724696815610,gps,2,1,42.3015078466,-83.6987524585,272.774353027,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724693126821,143258,1672944724716863858,gps,2,1,42.3015078478,-83.6987524585,272.774475098,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724713049401,143259,1672944724736767171,gps,2,1,42.301507843,-83.6987524546,272.774414062,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724733155076,143260,1672944724756931513,gps,2,1,42.3015078409,-83.6987524545,272.77444458,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
1672944724752775108,143261,1672944724776814586,gps,2,1,42.3015078387,-83.6987524544,272.774475098,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005329,2
