UTC Timestamp,id,lat,lon,msgCnt,secMark,speed,size.VehicleSize_width,size.VehicleSize_length
2022-12-19 10:01:34.895550,90,423013802,-836987165,95,34926,0,190,450
2022-12-19 10:01:34.999362,90,423013802,-836987165,96,35029,0,190,450
2022-12-19 10:01:35.099572,90,423013802,-836987165,97,35130,0,190,450
2022-12-19 10:01:35.205913,90,423013856,-836987153,98,35234,0,190,450
2022-12-19 10:01:35.296592,90,423013847,-836987153,99,35327,0,190,450
2022-12-19 10:01:35.403084,90,423013892,-836987141,100,35433,0,190,450
2022-12-19 10:01:35.502423,90,423013892,-836987141,101,35533,0,190,450
2022-12-19 10:01:35.603240,90,423013892,-836987141,102,35633,0,190,450
2022-12-19 10:01:35.714863,90,423013892,-836987141,103,35740,0,190,450
2022-12-19 10:01:35.798380,90,423013892,-836987141,104,35829,0,190,450
2022-12-19 10:01:35.899711,90,423013892,-836987141,105,35930,0,190,450
2022-12-19 10:01:36.017875,90,423013892,-836987141,106,36047,0,190,450
2022-12-19 10:01:36.101478,90,423013892,-836987141,107,36132,0,190,450
2022-12-19 10:01:36.196731,90,423013892,-836987141,108,36226,0,190,450
2022-12-19 10:01:36.299213,90,423013892,-836987141,109,36328,0,190,450
2022-12-19 10:01:36.399143,90,423013892,-836987141,110,36428,0,190,450
2022-12-19 10:01:36.497982,90,423013892,-836987141,111,36528,0,190,450
2022-12-19 10:01:36.602242,90,423013892,-836987141,112,36632,0,190,450
2022-12-19 10:01:36.698361,90,423013892,-836987141,113,36729,0,190,450
2022-12-19 10:01:36.793604,90,423013892,-836987141,114,36824,0,190,450
2022-12-19 10:01:36.902651,90,423013847,-836987153,115,36933,0,190,450
2022-12-19 10:01:37.001991,90,423013856,-836987153,116,37029,0,190,450
2022-12-19 10:01:37.105226,90,423013802,-836987165,117,37135,0,190,450
2022-12-19 10:01:37.202241,90,423013802,-836987165,118,37233,0,190,450
2022-12-19 10:01:37.294382,90,423013802,-836987153,119,37324,0,190,450
2022-12-19 10:01:37.405178,90,423013802,-836987153,120,37435,0,190,450
2022-12-19 10:01:37.509443,90,423013757,-836987165,121,37539,0,190,450
2022-12-19 10:01:37.601823,90,423013757,-836987153,122,37630,0,190,450
2022-12-19 10:01:37.702779,90,423013757,-836987153,123,37733,0,190,450
2022-12-19 10:01:37.799505,90,423013757,-836987153,124,37830,0,190,450
2022-12-19 10:01:37.901403,90,423013748,-836987153,125,37931,0,190,450
2022-12-19 10:01:38.000212,90,423013748,-836987141,126,38030,0,190,450
2022-12-19 10:01:38.102828,90,423013703,-836987153,127,38132,67,190,450
2022-12-19 10:01:38.201008,90,423013667,-836987153,0,38231,74,190,450
2022-12-19 10:01:38.304196,90,423013622,-836987165,1,38333,90,190,450
2022-12-19 10:01:38.404866,90,423013613,-836987153,2,38435,95,190,450
2022-12-19 10:01:38.500330,90,423013568,-836987153,3,38530,107,190,450
2022-12-19 10:01:38.612494,90,423013568,-836987141,4,38642,109,190,450
2022-12-19 10:01:38.711118,90,423013523,-836987153,5,38741,106,190,450
2022-12-19 10:01:38.810830,90,423013523,-836987141,6,38840,99,190,450
2022-12-19 10:01:38.911176,90,423013514,-836987129,7,38941,103,190,450
2022-12-19 10:01:38.994175,90,423013469,-836987129,8,39024,113,190,450
2022-12-19 10:01:39.103082,90,423013460,-836987116,9,39133,118,190,450
2022-12-19 10:01:39.207332,90,423013388,-836987129,10,39238,138,190,450
2022-12-19 10:01:39.304090,90,423013379,-836987104,11,39334,144,190,450
2022-12-19 10:01:39.404482,90,423013334,-836987104,12,39434,154,190,450
2022-12-19 10:01:39.506028,90,423013289,-836987092,13,39536,168,190,450
