UTC Timestamp,id,lat,lon,msgCnt,secMark,speed,size.VehicleSize_width,size.VehicleSize_length
2022-12-19 10:46:10.003309,145,423004452,-836986056,15,10014,253,190,450
2022-12-19 10:46:10.099137,145,423004515,-836986056,16,10110,254,190,450
2022-12-19 10:46:10.202812,145,423004533,-836986068,17,10214,246,190,450
2022-12-19 10:46:10.304804,145,423004641,-836986056,18,10316,273,190,450
2022-12-19 10:46:10.399380,145,423004704,-836986056,19,10410,296,190,450
2022-12-19 10:46:10.498396,145,423004758,-836986056,20,10509,298,190,450
2022-12-19 10:46:10.600445,145,423004812,-836986056,21,10612,297,190,450
2022-12-19 10:46:10.706556,145,423004902,-836986019,22,10718,307,190,450
2022-12-19 10:46:10.795336,145,423004992,-836986007,23,10806,330,190,450
2022-12-19 10:46:10.901629,145,423005037,-836986007,24,10913,326,190,450
2022-12-19 10:46:11.001456,145,423005073,-836985995,25,11013,307,190,450
2022-12-19 10:46:11.103850,145,423005082,-836985995,26,11115,277,190,450
2022-12-19 10:46:11.196652,145,423005082,-836985995,27,11208,255,190,450
2022-12-19 10:46:11.305808,145,423005127,-836985995,28,11317,244,190,450
2022-12-19 10:46:11.404701,145,423005172,-836985983,29,11416,238,190,450
2022-12-19 10:46:11.506653,145,423005208,-836985983,30,11518,232,190,450
2022-12-19 10:46:11.606119,145,423005226,-836985995,31,11617,235,190,450
2022-12-19 10:46:11.704651,145,423005316,-836985995,32,11715,262,190,450
2022-12-19 10:46:11.796677,145,423005379,-836986019,33,11808,263,190,450
2022-12-19 10:46:11.906185,145,423005388,-836986031,34,11917,249,190,450
2022-12-19 10:46:11.996923,145,423005442,-836986044,35,12008,255,190,450
2022-12-19 10:46:12.100383,145,423005478,-836986031,36,12111,244,190,450
2022-12-19 10:46:12.200665,145,423005514,-836986031,37,12212,235,190,450
2022-12-19 10:46:12.307995,145,423005550,-836986031,38,12319,238,190,450
2022-12-19 10:46:12.401457,145,423005586,-836986031,39,12412,240,190,450
2022-12-19 10:46:12.504958,145,423005658,-836986019,40,12516,241,190,450
2022-12-19 10:46:12.613366,145,423005703,-836986019,41,12624,256,190,450
2022-12-19 10:46:12.696696,145,423005766,-836986007,42,12708,263,190,450
2022-12-19 10:46:12.814717,145,423005802,-836986019,43,12826,264,190,450
