secMarkDecoded,msgCountDecoded,Vehicle ID,Vehicle ID in hex,Lat.,Long.,Elevation,Speed,Heading,Width,Length,Acc._Long.,Acc._Lat.
1666985957.7395294,0,0,0,42.2330219273,-83.7391424974,0,0,0,0,0,0,0
1666985957.759615,0,0,0,42.2330193938,-83.7391426467,0,0,0,0,0,0,0
1666985957.7796006,0,0,0,42.2330168605,-83.7391427964,0,0,0,0,0,0,0
1666985957.799535,0,0,0,42.2330143277,-83.7391429516,0,0,0,0,0,0,0
1666985957.8196492,0,0,0,42.2330117936,-83.739143105,0,0,0,0,0,0,0
1666985957.83953,0,0,0,42.2330092584,-83.7391432621,0,0,0,0,0,0,0
1666985957.8595853,0,0,0,42.2330067235,-83.7391434187,0,0,0,0,0,0,0
1666985957.879531,0,0,0,42.233004187,-83.7391435727,0,0,0,0,0,0,0
1666985957.8995795,0,0,0,42.233001648,-83.7391437285,0,0,0,0,0,0,0
1666985957.919588,0,0,0,42.2329991087,-83.7391438844,0,0,0,0,0,0,0
1666985957.9395988,0,0,0,42.2329965709,-83.7391440447,0,0,0,0,0,0,0
1666985957.959576,0,0,0,42.2329940302,-83.7391442042,0,0,0,0,0,0,0
1666985957.979548,0,0,0,42.232991496,-83.7391443679,0,0,0,0,0,0,0
1666985957.9996572,0,0,0,42.2329889564,-83.7391445311,0,0,0,0,0,0,0
1666985958.019624,0,0,0,42.2329864208,-83.7391446978,0,0,0,0,0,0,0
1666985958.0396533,0,0,0,42.2329838858,-83.739144864,0,0,0,0,0,0,0
1666985958.0596662,0,0,0,42.2329813444,-83.739145031,0,0,0,0,0,0,0
1666985958.079621,0,0,0,42.2329788076,-83.7391451998,0,0,0,0,0,0,0
1666985958.0995297,0,0,0,42.2329762665,-83.7391453634,0,0,0,0,0,0,0
1666985958.119581,0,0,0,42.2329737236,-83.7391455315,0,0,0,0,0,0,0
1666985958.1396308,0,0,0,42.2329711795,-83.7391456979,0,0,0,0,0,0,0
1666985958.159579,0,0,0,42.232968639,-83.7391458628,0,0,0,0,0,0,0
1666985958.179571,0,0,0,42.2329660945,-83.7391460303,0,0,0,0,0,0,0
1666985958.1995945,0,0,0,42.2329635538,-83.7391462035,0,0,0,0,0,0,0
1666985958.2195263,0,0,0,42.2329610115,-83.7391463736,0,0,0,0,0,0,0
1666985958.23959,0,0,0,42.2329584667,-83.7391465472,0,0,0,0,0,0,0
1666985958.259511,0,0,0,42.2329559239,-83.7391467217,0,0,0,0,0,0,0
1666985958.279551,0,0,0,42.2329533806,-83.7391468966,0,0,0,0,0,0,0
1666985958.299584,0,0,0,42.232950834,-83.7391470727,0,0,0,0,0,0,0
1666985958.3195727,0,0,0,42.232948288,-83.7391472475,0,0,0,0,0,0,0
1666985958.3395193,0,0,0,42.2329457428,-83.7391474215,0,0,0,0,0,0,0
1666985958.359569,0,0,0,42.2329431957,-83.7391475993,0,0,0,0,0,0,0
1666985958.3795443,0,0,0,42.2329406478,-83.7391477779,0,0,0,0,0,0,0
1666985958.3995984,0,0,0,42.2329381018,-83.7391479518,0,0,0,0,0,0,0
1666985958.4196136,0,0,0,42.2329355518,-83.7391481311,0,0,0,0,0,0,0
1666985958.439562,0,0,0,42.2329330031,-83.7391483086,0,0,0,0,0,0,0
1666985958.4595609,0,0,0,42.2329304542,-83.7391484857,0,0,0,0,0,0,0
1666985958.4796517,0,0,0,42.2329279039,-83.7391486671,0,0,0,0,0,0,0
1666985958.4996927,0,0,0,42.2329253545,-83.7391488495,0,0,0,0,0,0,0
1666985958.5195856,0,0,0,42.2329228071,-83.7391490335,0,0,0,0,0,0,0
1666985958.5396776,0,0,0,42.2329202552,-83.7391492156,0,0,0,0,0,0,0
1666985958.5597217,0,0,0,42.2329177051,-83.7391494004,0,0,0,0,0,0,0
1666985958.5795262,0,0,0,42.2329151532,-83.739149582,0,0,0,0,0,0,0
1666985958.5996406,0,0,0,42.2329126,-83.7391497655,0,0,0,0,0,0,0
1666985958.6195815,0,0,0,42.2329100467,-83.7391499486,0,0,0,0,0,0,0
1666985958.6396294,0,0,0,42.2329074936,-83.7391501318,0,0,0,0,0,0,0
1666985958.6596482,0,0,0,42.2329049391,-83.7391503165,0,0,0,0,0,0,0
1666985958.6795065,0,0,0,42.232902385,-83.7391505005,0,0,0,0,0,0,0
1666985958.6995435,0,0,0,42.2328998317,-83.7391506852,0,0,0,0,0,0,0
1666985958.7196045,0,0,0,42.2328972762,-83.7391508699,0,0,0,0,0,0,0
1666985958.7395346,0,0,0,42.2328947223,-83.7391510565,0,0,0,0,0,0,0
1666985958.75955,0,0,0,42.2328921679,-83.7391512426,0,0,0,0,0,0,0
1666985958.7795808,0,0,0,42.2328896127,-83.7391514281,0,0,0,0,0,0,0
1666985958.7995622,0,0,0,42.2328870551,-83.7391516152,0,0,0,0,0,0,0
1666985958.8195565,0,0,0,42.2328844985,-83.7391517983,0,0,0,0,0,0,0
1666985958.8396082,0,0,0,42.2328819403,-83.7391519826,0,0,0,0,0,0,0
1666985958.8594854,0,0,0,42.2328793825,-83.7391521695,0,0,0,0,0,0,0
1666985958.8795302,0,0,0,42.2328768245,-83.7391523559,0,0,0,0,0,0,0
1666985958.8995612,0,0,0,42.2328742668,-83.7391525433,0,0,0,0,0,0,0
1666985958.9195442,0,0,0,42.2328717103,-83.7391527329,0,0,0,0,0,0,0
1666985958.9395294,0,0,0,42.2328691536,-83.7391529218,0,0,0,0,0,0,0
1666985958.9595923,0,0,0,42.2328665959,-83.7391531113,0,0,0,0,0,0,0
1666985958.9794836,0,0,0,42.2328640381,-83.7391533007,0,0,0,0,0,0,0
1666985958.9995325,0,0,0,42.2328614826,-83.7391534887,0,0,0,0,0,0,0
1666985959.0197315,0,0,0,42.2328589249,-83.7391536766,0,0,0,0,0,0,0
1666985959.039636,0,0,0,42.2328563686,-83.7391538669,0,0,0,0,0,0,0
1666985959.0595787,0,0,0,42.2328538126,-83.7391540534,0,0,0,0,0,0,0
1666985959.0795515,0,0,0,42.2328512542,-83.7391542417,0,0,0,0,0,0,0
1666985959.099669,0,0,0,42.232848697,-83.7391544314,0,0,0,0,0,0,0
1666985959.1194897,0,0,0,42.2328461402,-83.7391546206,0,0,0,0,0,0,0
1666985959.139644,0,0,0,42.2328435812,-83.7391548099,0,0,0,0,0,0,0
1666985959.1595204,0,0,0,42.2328410234,-83.7391549995,0,0,0,0,0,0,0
1666985959.1795838,0,0,0,42.2328384654,-83.7391551898,0,0,0,0,0,0,0
1666985959.1995275,0,0,0,42.2328359058,-83.73915538,0,0,0,0,0,0,0
1666985959.219481,0,0,0,42.2328333482,-83.7391555715,0,0,0,0,0,0,0
1666985959.2395177,0,0,0,42.2328307905,-83.7391557621,0,0,0,0,0,0,0
1666985959.259541,0,0,0,42.232828231,-83.7391559522,0,0,0,0,0,0,0
1666985959.2795126,0,0,0,42.2328256731,-83.7391561438,0,0,0,0,0,0,0
1666985959.2994783,0,0,0,42.2328231148,-83.7391563368,0,0,0,0,0,0,0
1666985959.3196223,0,0,0,42.2328205552,-83.7391565281,0,0,0,0,0,0,0
1666985959.339549,0,0,0,42.2328179972,-83.7391567216,0,0,0,0,0,0,0
1666985959.3595352,0,0,0,42.2328154396,-83.7391569154,0,0,0,0,0,0,0
1666985959.379556,0,0,0,42.2328128798,-83.7391571068,0,0,0,0,0,0,0
1666985959.3995748,0,0,0,42.2328103195,-83.7391573024,0,0,0,0,0,0,0
1666985959.419499,0,0,0,42.2328077592,-83.7391574926,0,0,0,0,0,0,0
1666985959.4395735,0,0,0,42.2328051989,-83.7391576842,0,0,0,0,0,0,0
1666985959.4594862,0,0,0,42.2328026389,-83.7391578787,0,0,0,0,0,0,0
1666985959.4795616,0,0,0,42.2328000794,-83.7391580706,0,0,0,0,0,0,0
1666985959.4996228,0,0,0,42.2327975203,-83.7391582641,0,0,0,0,0,0,0
1666985959.5195963,0,0,0,42.2327949625,-83.7391584581,0,0,0,0,0,0,0
1666985959.5395083,0,0,0,42.2327924055,-83.7391586536,0,0,0,0,0,0,0
1666985959.5596395,0,0,0,42.2327898469,-83.7391588489,0,0,0,0,0,0,0
1666985959.5794725,0,0,0,42.2327872895,-83.7391590435,0,0,0,0,0,0,0
1666985959.599494,0,0,0,42.2327847328,-83.7391592384,0,0,0,0,0,0,0
1666985959.6195786,0,0,0,42.2327821754,-83.739159434,0,0,0,0,0,0,0
1666985959.6394908,0,0,0,42.2327796178,-83.7391596292,0,0,0,0,0,0,0
1666985959.6594899,0,0,0,42.2327770592,-83.7391598219,0,0,0,0,0,0,0
1666985959.6795526,0,0,0,42.2327745023,-83.7391600174,0,0,0,0,0,0,0
1666985959.6995342,0,0,0,42.232771946,-83.7391602134,0,0,0,0,0,0,0
1666985959.71951,0,0,0,42.2327693901,-83.7391604085,0,0,0,0,0,0,0
1666985959.739472,0,0,0,42.2327668325,-83.7391606053,0,0,0,0,0,0,0
1666985959.7595704,0,0,0,42.2327642769,-83.7391608018,0,0,0,0,0,0,0
1666985959.7794986,0,0,0,42.2327617201,-83.7391609986,0,0,0,0,0,0,0
1666985959.7995255,0,0,0,42.232759164,-83.7391611965,0,0,0,0,0,0,0
1666985959.8196008,0,0,0,42.2327566077,-83.7391613935,0,0,0,0,0,0,0
1666985959.8394778,0,0,0,42.2327540519,-83.7391615908,0,0,0,0,0,0,0
1666985959.8595448,0,0,0,42.232751496,-83.7391617882,0,0,0,0,0,0,0
1666985959.8794894,0,0,0,42.2327489404,-83.7391619838,0,0,0,0,0,0,0
1666985959.899512,0,0,0,42.2327463841,-83.7391621796,0,0,0,0,0,0,0
1666985959.9195476,0,0,0,42.232743829,-83.7391623761,0,0,0,0,0,0,0
1666985959.939491,0,0,0,42.2327412734,-83.7391625712,0,0,0,0,0,0,0
1666985959.9594789,0,0,0,42.2327387182,-83.7391627653,0,0,0,0,0,0,0
1666985959.9795547,0,0,0,42.2327361637,-83.7391629607,0,0,0,0,0,0,0
1666985959.999466,0,0,0,42.2327336085,-83.7391631557,0,0,0,0,0,0,0
1666985960.019578,0,0,0,42.2327310514,-83.7391633523,0,0,0,0,0,0,0
1666985960.039587,0,0,0,42.2327284976,-83.73916355,0,0,0,0,0,0,0
1666985960.0595133,0,0,0,42.232725943,-83.7391637457,0,0,0,0,0,0,0
1666985960.0795982,0,0,0,42.2327233882,-83.7391639418,0,0,0,0,0,0,0
1666985960.0994675,0,0,0,42.2327208352,-83.739164138,0,0,0,0,0,0,0
1666985960.1196024,0,0,0,42.2327182836,-83.7391643331,0,0,0,0,0,0,0
1666985960.1394591,0,0,0,42.232715732,-83.7391645284,0,0,0,0,0,0,0
