secMarkDecoded,msgCountDecoded,Vehicle ID,Vehicle ID in hex,Lat.,Long.,Elevation,Speed,Heading,Width,Length,Acc._Long.,Acc._Lat.
1666986241.0907912,0,0,0,42.2248233123,-83.7368423965,0,0,0,0,0,0,0
1666986241.1108253,0,0,0,42.2248249462,-83.7368431942,0,0,0,0,0,0,0
1666986241.1308017,0,0,0,42.2248265831,-83.7368439744,0,0,0,0,0,0,0
1666986241.1509063,0,0,0,42.2248282292,-83.7368447767,0,0,0,0,0,0,0
1666986241.1708336,0,0,0,42.2248298756,-83.7368455785,0,0,0,0,0,0,0
1666986241.1909106,0,0,0,42.2248315256,-83.7368463631,0,0,0,0,0,0,0
1666986241.2108452,0,0,0,42.2248331843,-83.7368471668,0,0,0,0,0,0,0
1666986241.2308328,0,0,0,42.2248348435,-83.7368479705,0,0,0,0,0,0,0
1666986241.250856,0,0,0,42.2248365065,-83.7368487592,0,0,0,0,0,0,0
1666986241.2708502,0,0,0,42.2248381781,-83.7368495667,0,0,0,0,0,0,0
1666986241.2909071,0,0,0,42.2248398512,-83.7368503784,0,0,0,0,0,0,0
1666986241.3108711,0,0,0,42.2248415276,-83.7368511717,0,0,0,0,0,0,0
1666986241.330866,0,0,0,42.224843213,-83.7368519878,0,0,0,0,0,0,0
1666986241.3508666,0,0,0,42.2248448992,-83.7368528031,0,0,0,0,0,0,0
1666986241.3708382,0,0,0,42.2248465885,-83.7368536018,0,0,0,0,0,0,0
1666986241.3908384,0,0,0,42.2248482892,-83.7368544198,0,0,0,0,0,0,0
1666986241.4108772,0,0,0,42.2248499901,-83.7368552376,0,0,0,0,0,0,0
1666986241.4309158,0,0,0,42.2248516939,-83.7368560419,0,0,0,0,0,0,0
1666986241.4508443,0,0,0,42.2248534078,-83.7368568645,0,0,0,0,0,0,0
1666986241.47089,0,0,0,42.2248551219,-83.7368576873,0,0,0,0,0,0,0
1666986241.490919,0,0,0,42.224856839,-83.7368584975,0,0,0,0,0,0,0
1666986241.5109434,0,0,0,42.2248585631,-83.7368593287,0,0,0,0,0,0,0
1666986241.5309336,0,0,0,42.224860288,-83.7368601641,0,0,0,0,0,0,0
1666986241.5509984,0,0,0,42.2248620191,-83.7368609798,0,0,0,0,0,0,0
1666986241.570874,0,0,0,42.2248637573,-83.7368618194,0,0,0,0,0,0,0
1666986241.5909708,0,0,0,42.2248654982,-83.7368626574,0,0,0,0,0,0,0
1666986241.6109526,0,0,0,42.2248672437,-83.7368634779,0,0,0,0,0,0,0
1666986241.6308482,0,0,0,42.2248689978,-83.7368643205,0,0,0,0,0,0,0
1666986241.650978,0,0,0,42.2248707527,-83.736865162,0,0,0,0,0,0,0
1666986241.6709142,0,0,0,42.2248725121,-83.736865988,0,0,0,0,0,0,0
1666986241.6908822,0,0,0,42.2248742795,-83.736866837,0,0,0,0,0,0,0
1666986241.7108715,0,0,0,42.2248760474,-83.7368676859,0,0,0,0,0,0,0
1666986241.7309148,0,0,0,42.2248778211,-83.7368685175,0,0,0,0,0,0,0
1666986241.7508464,0,0,0,42.2248796026,-83.736869371,0,0,0,0,0,0,0
1666986241.7709625,0,0,0,42.2248813847,-83.7368702245,0,0,0,0,0,0,0
