193450.50,42.30079770,-83.69852600,GPS
193450.60,42.30079770,-83.69852620,GPS
193450.70,42.30079770,-83.69852620,GPS
193450.80,42.30079770,-83.69852620,GPS
193450.90,42.30079780,-83.69852620,GPS
193451.00,42.30079780,-83.69852620,GPS
193451.10,42.30079780,-83.69852620,GPS
193451.20,42.30079780,-83.69852630,GPS
193451.30,42.30079800,-83.69852630,GPS
193451.40,42.30079820,-83.69852650,GPS
193451.50,42.30079820,-83.69852680,GPS
193451.60,42.30079830,-83.69852700,GPS
193451.70,42.30079850,-83.69852720,GPS
193451.80,42.30079830,-83.69852770,GPS
193451.90,42.30079830,-83.69852800,GPS
193452.00,42.30079820,-83.69852830,GPS
193452.10,42.30079780,-83.69852920,GPS
193452.20,42.30079770,-83.69852980,GPS
193452.30,42.30079730,-83.69853050,GPS
193452.40,42.30079720,-83.69853130,GPS
193452.50,42.30079700,-83.69853180,GPS
193452.60,42.30079720,-83.69853230,GPS
193452.70,42.30079720,-83.69853280,GPS
193452.80,42.30079700,-83.69853370,GPS
193452.90,42.30079720,-83.69853470,GPS
193453.00,42.30079720,-83.69853570,GPS
193453.10,42.30079730,-83.69853700,GPS
193453.20,42.30079730,-83.69853780,GPS
193453.30,42.30079730,-83.69853900,GPS
193453.40,42.30079730,-83.69853980,GPS
193453.50,42.30079720,-83.69854100,GPS
193453.60,42.30079720,-83.69854200,GPS
193453.70,42.30079700,-83.69854320,GPS
193453.80,42.30079700,-83.69854420,GPS
193453.90,42.30079720,-83.69854520,GPS
193454.00,42.30079720,-83.69854620,GPS
193454.10,42.30079700,-83.69854720,GPS
193454.20,42.30079720,-83.69854850,GPS
193454.30,42.30079730,-83.69854980,GPS
193454.40,42.30079730,-83.69855080,GPS
193454.50,42.30079730,-83.69855220,GPS
193454.60,42.30079730,-83.69855350,GPS
193454.70,42.30079720,-83.69855480,GPS
193454.80,42.30079680,-83.69855630,GPS
193454.90,42.30079670,-83.69855780,GPS
193455.00,42.30079670,-83.69855900,GPS
193455.10,42.30079670,-83.69856020,GPS
193455.20,42.30079650,-83.69856150,GPS
193455.30,42.30079670,-83.69856280,GPS
193455.40,42.30079670,-83.69856430,GPS
193455.50,42.30079650,-83.69856570,GPS
193455.60,42.30079650,-83.69856680,GPS
193455.70,42.30079650,-83.69856780,GPS
193455.80,42.30079630,-83.69856900,GPS
193455.90,42.30079630,-83.69857000,GPS
193456.00,42.30079620,-83.69857130,GPS
193456.10,42.30079600,-83.69857270,GPS
193456.20,42.30079600,-83.69857380,GPS
193456.30,42.30079600,-83.69857500,GPS
193456.40,42.30079600,-83.69857620,GPS
193456.50,42.30079620,-83.69857750,GPS
193456.60,42.30079630,-83.69857900,GPS
193456.70,42.30079650,-83.69858030,GPS
193456.80,42.30079650,-83.69858150,GPS
193456.90,42.30079670,-83.69858270,GPS
193457.00,42.30079670,-83.69858380,GPS
193457.10,42.30079650,-83.69858500,GPS
193457.20,42.30079670,-83.69858630,GPS
193457.30,42.30079670,-83.69858780,GPS
193457.40,42.30079670,-83.69858880,GPS
193457.50,42.30079680,-83.69859020,GPS
193457.60,42.30079680,-83.69859150,GPS
193457.70,42.30079680,-83.69859280,GPS
193457.80,42.30079700,-83.69859450,GPS
193457.90,42.30079720,-83.69859580,GPS
193458.00,42.30079720,-83.69859700,GPS
193458.10,42.30079700,-83.69859830,GPS
193458.20,42.30079700,-83.69859980,GPS
193458.30,42.30079700,-83.69860130,GPS
193458.40,42.30079680,-83.69860280,GPS
193458.50,42.30079680,-83.69860420,GPS
193458.60,42.30079680,-83.69860550,GPS
193458.70,42.30079680,-83.69860680,GPS
193458.80,42.30079680,-83.69860820,GPS
193458.90,42.30079700,-83.69860970,GPS
193459.00,42.30079720,-83.69861100,GPS
193459.10,42.30079720,-83.69861230,GPS
193459.20,42.30079720,-83.69861350,GPS
193459.30,42.30079720,-83.69861480,GPS
193459.40,42.30079700,-83.69861630,GPS
