%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1672947562785244160,108226,1672947562784956349,gps,2,1,42.2998829838,-83.6985012529,269.748657227,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562795269826,108227,1672947562795035831,gps,2,1,42.2998829869,-83.6985012537,269.748626709,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562805175386,108228,1672947562804952136,gps,2,1,42.2998829897,-83.6985012544,269.748626709,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562815147635,108229,1672947562814948311,gps,2,1,42.2998829922,-83.6985012552,269.748809814,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562825170654,108230,1672947562824963793,gps,2,1,42.2998829956,-83.6985012561,269.748809814,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562835256391,108231,1672947562835019948,gps,2,1,42.2998829988,-83.6985012569,269.748809814,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562845302430,108232,1672947562845074829,gps,2,1,42.2998830016,-83.6985012578,269.74899292,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562855149036,108233,1672947562854967261,gps,2,1,42.2998830054,-83.6985012588,269.748962402,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562865273897,108234,1672947562865028569,gps,2,1,42.2998830088,-83.6985012597,269.748962402,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562875230960,108235,1672947562874966493,gps,2,1,42.2998830119,-83.6985012606,269.749145508,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562885288543,108236,1672947562885050474,gps,2,1,42.299883016,-83.6985012616,269.74911499,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562895216151,108237,1672947562894977014,gps,2,1,42.2998830199,-83.6985012626,269.749084473,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562905218367,108238,1672947562904965132,gps,2,1,42.2998830232,-83.6985012635,269.749237061,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562915243052,108239,1672947562915036681,gps,2,1,42.2998830277,-83.6985012646,269.749237061,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562925188534,108240,1672947562924981559,gps,2,1,42.2998830317,-83.6985012657,269.749206543,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562935217736,108241,1672947562934975900,gps,2,1,42.2998830353,-83.6985012666,269.749359131,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562945192554,108242,1672947562944989367,gps,2,1,42.2998830401,-83.6985012678,269.749359131,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562955212145,108243,1672947562955027061,gps,2,1,42.2998830446,-83.6985012689,269.749328613,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562965181580,108244,1672947562964955919,gps,2,1,42.2998830487,-83.69850127,269.749481201,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562975154633,108245,1672947562974959292,gps,2,1,42.2998830537,-83.6985012712,269.749481201,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562985299875,108246,1672947562985052054,gps,2,1,42.2998830586,-83.6985012724,269.749450684,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947562995222692,108247,1672947562994980558,gps,2,1,42.299883063,-83.6985012736,269.749603271,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947563005232873,108248,1672947563005025126,gps,2,1,42.2998830684,-83.6985012749,269.749603271,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947563015317829,108249,1672947563015120159,gps,2,1,42.2998830735,-83.6985012762,269.749603271,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
1672947563025399530,108250,1672947563025178326,gps,2,1,42.2998830783,-83.6985012775,269.749725342,0.000144,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.0025,2
