%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1672947010521398419,257550,1672947010524698974,gps,2,1,42.3009731727,-83.6978718646,272.593994141,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010541622139,257551,1672947010544814357,gps,2,1,42.3009731726,-83.697871865,272.594055176,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010561420186,257552,1672947010564617042,gps,2,1,42.3009731722,-83.697871865,272.594116211,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010581440724,257553,1672947010584653111,gps,2,1,42.3009731724,-83.6978718635,272.594116211,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010601245017,257554,1672947010604551587,gps,2,1,42.3009731706,-83.6978718638,272.594207764,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010621300471,257555,1672947010624572276,gps,2,1,42.3009731689,-83.697871864,272.594268799,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010641206269,257556,1672947010644594508,gps,2,1,42.3009731695,-83.6978718625,272.594268799,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010661136596,257557,1672947010664556232,gps,2,1,42.3009731682,-83.6978718628,272.594329834,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010681371228,257558,1672947010684587351,gps,2,1,42.3009731669,-83.697871863,272.594390869,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010701375537,257559,1672947010704637918,gps,2,1,42.3009731677,-83.6978718617,272.594390869,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010721423599,257560,1672947010724641067,gps,2,1,42.3009731686,-83.6978718611,272.594512939,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010741332409,257561,1672947010744557832,gps,2,1,42.3009731695,-83.6978718604,272.594604492,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010761139198,257562,1672947010764622474,gps,2,1,42.3009731703,-83.6978718592,272.59463501,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010781172539,257563,1672947010784557279,gps,2,1,42.300973171,-83.6978718586,272.59475708,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010801089019,257564,1672947010804568484,gps,2,1,42.30097317,-83.6978718593,272.59475708,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010821561766,257565,1672947010824640268,gps,2,1,42.3009731704,-83.6978718581,272.594787598,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010841531363,257566,1672947010844582136,gps,2,1,42.3009731691,-83.6978718586,272.59475708,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010861340639,257567,1672947010864614705,gps,2,1,42.3009731679,-83.6978718591,272.59475708,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010881222294,257568,1672947010884541182,gps,2,1,42.300973168,-83.6978718577,272.594726562,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010901205328,257569,1672947010904524746,gps,2,1,42.3009731669,-83.6978718585,272.594726562,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010921091726,257570,1672947010924582898,gps,2,1,42.3009731658,-83.6978718593,272.59475708,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010941242052,257571,1672947010944580142,gps,2,1,42.3009731657,-83.6978718577,272.594726562,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010961234443,257572,1672947010964576197,gps,2,1,42.3009731647,-83.6978718582,272.59475708,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947010981312512,257573,1672947010984561748,gps,2,1,42.3009731638,-83.6978718587,272.594787598,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011001248703,257574,1672947011004614601,gps,2,1,42.3009731639,-83.6978718569,272.594818115,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011021314774,257575,1672947011024730480,gps,2,1,42.3009731624,-83.6978718571,272.594909668,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011041331138,257576,1672947011044613907,gps,2,1,42.3009731608,-83.6978718572,272.595031738,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011061108664,257577,1672947011064628735,gps,2,1,42.3009731614,-83.6978718554,272.595062256,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011081280645,257578,1672947011084625299,gps,2,1,42.3009731603,-83.6978718553,272.595153809,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011101374177,257579,1672947011104563704,gps,2,1,42.300973159,-83.6978718555,272.595184326,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011121296523,257580,1672947011124574668,gps,2,1,42.3009731597,-83.6978718537,272.595214844,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011141136787,257581,1672947011144527553,gps,2,1,42.3009731583,-83.697871854,272.595184326,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011161262166,257582,1672947011164580199,gps,2,1,42.300973157,-83.6978718542,272.595123291,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011181106122,257583,1672947011184616932,gps,2,1,42.3009731574,-83.6978718528,272.595092773,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011201134940,257584,1672947011204694225,gps,2,1,42.3009731564,-83.6978718525,272.595001221,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011221339836,257585,1672947011224647873,gps,2,1,42.3009731556,-83.6978718523,272.594940186,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011241350953,257586,1672947011244638206,gps,2,1,42.3009731554,-83.6978718513,272.594909668,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011261393663,257587,1672947011264602308,gps,2,1,42.3009731544,-83.6978718513,272.59487915,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011281233051,257588,1672947011284554389,gps,2,1,42.3009731529,-83.697871853,272.59487915,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011301220566,257589,1672947011304546613,gps,2,1,42.3009731529,-83.6978718522,272.594909668,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011321299823,257590,1672947011324632434,gps,2,1,42.300973152,-83.6978718538,272.594940186,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011341137793,257591,1672947011344571684,gps,2,1,42.300973151,-83.6978718554,272.594970703,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011361153970,257592,1672947011364586277,gps,2,1,42.3009731516,-83.6978718544,272.595031738,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011381387755,257593,1672947011384629025,gps,2,1,42.3009731517,-83.6978718552,272.595062256,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011401298570,257594,1672947011404633107,gps,2,1,42.3009731518,-83.6978718559,272.595092773,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011421316444,257595,1672947011424638636,gps,2,1,42.3009731525,-83.6978718545,272.595092773,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011441376348,257596,1672947011444589177,gps,2,1,42.3009731526,-83.6978718546,272.595062256,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011461298310,257597,1672947011464561718,gps,2,1,42.3009731527,-83.6978718546,272.595031738,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011481208499,257598,1672947011484622076,gps,2,1,42.3009731532,-83.6978718529,272.595001221,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011501502562,257599,1672947011504722252,gps,2,1,42.300973153,-83.6978718528,272.594970703,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011521408922,257600,1672947011524598652,gps,2,1,42.3009731523,-83.6978718525,272.595001221,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
1672947011541504386,257601,1672947011544728591,gps,2,1,42.3009731524,-83.697871851,272.594970703,0.001089,0.0,0.0,0.0,0.001089,0.0,0.0,0.0,0.005041,2
